performance_id,employee_id,review_period,performance_rating,training_hours,promotion_flag
PERF014712,EMP04459,2023-H2,2,28,0
PERF014713,EMP04459,2024-H1,4,77,0
PERF014714,EMP04459,2024-H2,2,72,0
PERF014715,EMP04460,2023-H1,4,21,0
PERF014716,EMP04460,2023-H2,4,19,0
PERF014717,EMP04460,2024-H1,3,15,0
PERF014718,EMP04461,2023-H1,2,22,0
PERF014719,EMP04461,2023-H2,2,8,0
PERF014720,EMP04461,2024-H1,2,23,0
PERF014721,EMP04461,2024-H2,2,6,0
PERF014722,EMP04462,2023-H2,4,51,0
PERF014723,EMP04462,2024-H1,5,51,0
PERF014724,EMP04462,2024-H2,4,20,1
PERF014725,EMP04463,2022-H2,2,45,0
PERF014726,EMP04463,2023-H1,2,34,0
PERF014727,EMP04463,2023-H2,2,63,0
PERF014728,EMP04463,2024-H1,2,69,0
PERF014729,EMP04463,2024-H2,3,23,0
PERF014730,EMP04464,2024-H2,4,79,0
PERF014731,EMP04465,2023-H1,5,53,0
PERF014732,EMP04465,2023-H2,5,40,0
PERF014733,EMP04465,2024-H1,4,46,0
PERF014734,EMP04465,2024-H2,5,60,0
PERF014735,EMP04466,2022-H1,2,46,0
PERF014736,EMP04466,2022-H2,3,44,0
PERF014737,EMP04466,2023-H1,3,80,0
PERF014738,EMP04466,2023-H2,2,75,0
PERF014739,EMP04466,2024-H1,3,31,0
PERF014740,EMP04466,2024-H2,2,27,0
PERF014741,EMP04467,2022-H2,4,76,0
PERF014742,EMP04467,2023-H1,5,53,0
PERF014743,EMP04467,2023-H2,4,73,0
PERF014744,EMP04467,2024-H1,4,79,0
PERF014745,EMP04467,2024-H2,5,20,0
PERF014746,EMP04468,2023-H2,4,47,0
PERF014747,EMP04468,2024-H1,3,21,0
PERF014748,EMP04468,2024-H2,4,41,0
PERF014749,EMP04469,2022-H2,3,23,0
PERF014750,EMP04469,2023-H1,4,76,0
PERF014751,EMP04469,2023-H2,4,37,0
PERF014752,EMP04469,2024-H1,3,39,0
PERF014753,EMP04469,2024-H2,5,71,0
PERF014754,EMP04470,2023-H1,4,36,0
PERF014755,EMP04470,2023-H2,3,31,0
PERF014756,EMP04470,2024-H1,3,59,0
PERF014757,EMP04470,2024-H2,4,36,0
PERF014758,EMP04471,2022-H2,4,73,0
PERF014759,EMP04471,2023-H1,4,53,0
PERF014760,EMP04471,2023-H2,4,79,0
PERF014761,EMP04471,2024-H1,4,23,0
PERF014762,EMP04471,2024-H2,4,79,0
PERF014763,EMP04472,2023-H2,5,10,1
PERF014764,EMP04472,2024-H1,4,4,0
PERF014765,EMP04473,2024-H2,4,32,0
PERF014766,EMP04474,2022-H2,5,52,0
PERF014767,EMP04474,2023-H1,3,73,0
PERF014768,EMP04474,2023-H2,3,37,0
PERF014769,EMP04474,2024-H1,3,32,0
PERF014770,EMP04474,2024-H2,5,21,1
PERF014771,EMP04475,2023-H2,3,27,0
PERF014772,EMP04475,2024-H1,2,23,0
PERF014773,EMP04476,2023-H2,4,45,1
PERF014774,EMP04476,2024-H1,3,59,0
PERF014775,EMP04476,2024-H2,3,44,0
PERF014776,EMP04477,2022-H1,3,32,0
PERF014777,EMP04477,2022-H2,4,30,0
PERF014778,EMP04477,2023-H1,3,73,0
PERF014779,EMP04477,2023-H2,4,48,0
PERF014780,EMP04477,2024-H1,4,23,0
PERF014781,EMP04477,2024-H2,5,51,0
PERF014782,EMP04478,2023-H1,3,67,0
PERF014783,EMP04478,2023-H2,3,79,0
PERF014784,EMP04478,2024-H1,3,51,0
PERF014785,EMP04478,2024-H2,3,73,0
PERF014786,EMP04479,2023-H1,5,59,0
PERF014787,EMP04479,2023-H2,5,62,0
PERF014788,EMP04479,2024-H1,4,45,0
PERF014789,EMP04479,2024-H2,5,27,0
PERF014790,EMP04480,2022-H2,3,54,0
PERF014791,EMP04480,2023-H1,4,30,0
PERF014792,EMP04480,2023-H2,4,64,0
PERF014793,EMP04480,2024-H1,3,41,0
PERF014794,EMP04480,2024-H2,5,37,1
PERF014795,EMP04481,2024-H1,5,58,0
PERF014796,EMP04481,2024-H2,4,76,1
PERF014797,EMP04482,2022-H2,1,35,0
PERF014798,EMP04482,2023-H1,1,45,0
PERF014799,EMP04482,2023-H2,1,64,0
PERF014800,EMP04482,2024-H1,1,42,0
PERF014801,EMP04482,2024-H2,1,55,0
PERF014802,EMP04483,2023-H2,5,41,0
PERF014803,EMP04483,2024-H1,4,21,0
PERF014804,EMP04483,2024-H2,4,42,0
PERF014805,EMP04484,2022-H1,5,43,0
PERF014806,EMP04484,2022-H2,5,51,1
PERF014807,EMP04484,2023-H1,4,61,0
PERF014808,EMP04484,2023-H2,5,65,0
PERF014809,EMP04484,2024-H1,4,74,0
PERF014810,EMP04484,2024-H2,4,22,0
PERF014811,EMP04485,2023-H1,5,28,0
PERF014812,EMP04485,2023-H2,5,30,0
PERF014813,EMP04485,2024-H1,4,54,0
PERF014814,EMP04485,2024-H2,5,68,0
PERF014815,EMP04486,2022-H2,4,80,0
PERF014816,EMP04486,2023-H1,4,34,0
PERF014817,EMP04486,2023-H2,5,40,0
PERF014818,EMP04486,2024-H1,3,76,0
PERF014819,EMP04486,2024-H2,3,48,0
PERF014820,EMP04487,2023-H2,5,70,0
PERF014821,EMP04487,2024-H1,4,51,0
PERF014822,EMP04487,2024-H2,5,32,0
PERF014823,EMP04488,2024-H2,5,76,0
PERF014824,EMP04489,2022-H2,3,76,0
PERF014825,EMP04489,2023-H1,4,57,0
PERF014826,EMP04489,2023-H2,4,58,1
PERF014827,EMP04489,2024-H1,5,40,0
PERF014828,EMP04489,2024-H2,4,26,0
PERF014829,EMP04490,2024-H2,2,74,0
PERF014830,EMP04491,2023-H1,2,48,0
PERF014831,EMP04491,2023-H2,2,37,0
PERF014832,EMP04491,2024-H1,2,78,0
PERF014833,EMP04491,2024-H2,3,54,0
PERF014834,EMP04492,2022-H1,4,73,0
PERF014835,EMP04492,2022-H2,4,36,1
PERF014836,EMP04492,2023-H1,4,51,0
PERF014837,EMP04492,2023-H2,3,39,0
PERF014838,EMP04492,2024-H1,3,73,0
PERF014839,EMP04492,2024-H2,5,48,0
PERF014840,EMP04493,2023-H2,3,27,0
PERF014841,EMP04493,2024-H1,4,66,0
PERF014842,EMP04493,2024-H2,3,32,0
PERF014843,EMP04494,2024-H2,3,78,0
PERF014844,EMP04495,2024-H1,5,48,0
PERF014845,EMP04495,2024-H2,4,59,0
PERF014846,EMP04496,2022-H1,5,40,0
PERF014847,EMP04496,2022-H2,4,77,0
PERF014848,EMP04496,2023-H1,4,46,0
PERF014849,EMP04496,2023-H2,4,70,0
PERF014850,EMP04496,2024-H1,4,63,0
PERF014851,EMP04496,2024-H2,3,28,0
PERF014852,EMP04497,2023-H1,2,27,0
PERF014853,EMP04497,2023-H2,3,48,0
PERF014854,EMP04497,2024-H1,3,31,0
PERF014855,EMP04497,2024-H2,4,80,0
PERF014856,EMP04498,2023-H2,5,45,0
PERF014857,EMP04498,2024-H1,5,45,0
PERF014858,EMP04498,2024-H2,5,35,1
PERF014859,EMP04499,2022-H1,3,50,0
PERF014860,EMP04499,2022-H2,2,79,0
PERF014861,EMP04499,2023-H1,3,37,0
PERF014862,EMP04499,2023-H2,3,63,0
PERF014863,EMP04499,2024-H1,3,71,0
PERF014864,EMP04499,2024-H2,4,23,0
PERF014865,EMP04500,2022-H2,3,17,0
PERF014866,EMP04500,2023-H1,1,22,0
PERF014867,EMP04501,2024-H1,5,73,0
PERF014868,EMP04501,2024-H2,4,22,0
PERF014869,EMP04502,2023-H2,5,72,0
PERF014870,EMP04502,2024-H1,5,49,0
PERF014871,EMP04502,2024-H2,5,32,0
PERF014872,EMP04503,2023-H1,1,27,0
PERF014873,EMP04503,2023-H2,1,13,0
PERF014874,EMP04503,2024-H1,2,28,0
PERF014875,EMP04503,2024-H2,1,25,0
PERF014876,EMP04504,2022-H1,2,62,0
PERF014877,EMP04504,2022-H2,3,50,0
PERF014878,EMP04504,2023-H1,3,73,0
PERF014879,EMP04504,2023-H2,3,35,0
PERF014880,EMP04504,2024-H1,3,72,0
PERF014881,EMP04504,2024-H2,3,62,0
PERF014882,EMP04505,2022-H1,3,52,0
PERF014883,EMP04505,2022-H2,3,45,0
PERF014884,EMP04505,2023-H1,4,25,0
PERF014885,EMP04505,2023-H2,4,68,1
PERF014886,EMP04505,2024-H1,4,31,0
PERF014887,EMP04505,2024-H2,5,46,0
PERF014888,EMP04506,2023-H2,4,67,1
PERF014889,EMP04506,2024-H1,4,66,0
PERF014890,EMP04506,2024-H2,3,26,0
PERF014891,EMP04507,2024-H1,5,49,0
PERF014892,EMP04507,2024-H2,5,46,0
PERF014893,EMP04508,2023-H2,5,4,1
PERF014894,EMP04508,2024-H1,4,9,0
PERF014895,EMP04508,2024-H2,5,21,0
PERF014896,EMP04509,2023-H1,2,34,0
PERF014897,EMP04509,2023-H2,2,48,0
PERF014898,EMP04509,2024-H1,2,23,0
PERF014899,EMP04509,2024-H2,1,60,0
PERF014900,EMP04510,2022-H1,3,29,0
PERF014901,EMP04510,2022-H2,2,20,0
PERF014902,EMP04510,2023-H1,2,61,0
PERF014903,EMP04510,2023-H2,3,49,0
PERF014904,EMP04510,2024-H1,3,78,0
PERF014905,EMP04510,2024-H2,3,28,0
PERF014906,EMP04511,2024-H1,5,35,0
PERF014907,EMP04511,2024-H2,5,29,0
PERF014908,EMP04512,2024-H2,1,44,0
PERF014909,EMP04513,2022-H2,5,32,1
PERF014910,EMP04513,2023-H1,5,27,0
PERF014911,EMP04513,2023-H2,5,41,1
PERF014912,EMP04513,2024-H1,5,21,0
PERF014913,EMP04513,2024-H2,5,46,0
PERF014914,EMP04514,2023-H1,5,69,0
PERF014915,EMP04514,2023-H2,5,61,0
PERF014916,EMP04514,2024-H1,5,80,0
PERF014917,EMP04514,2024-H2,5,74,0
PERF014918,EMP04515,2022-H1,2,47,0
PERF014919,EMP04515,2022-H2,2,70,0
PERF014920,EMP04515,2023-H1,2,59,0
PERF014921,EMP04515,2023-H2,1,38,0
PERF014922,EMP04515,2024-H1,2,78,0
PERF014923,EMP04515,2024-H2,2,77,0
PERF014924,EMP04516,2023-H1,5,31,0
PERF014925,EMP04516,2023-H2,4,76,0
PERF014926,EMP04516,2024-H1,4,66,0
PERF014927,EMP04516,2024-H2,5,45,1
PERF014928,EMP04517,2022-H1,4,58,0
PERF014929,EMP04517,2022-H2,5,35,0
PERF014930,EMP04517,2023-H1,4,61,0
PERF014931,EMP04517,2023-H2,5,30,0
PERF014932,EMP04517,2024-H1,4,55,0
PERF014933,EMP04517,2024-H2,5,56,0
PERF014934,EMP04518,2022-H2,4,8,0
PERF014935,EMP04518,2023-H1,4,10,0
PERF014936,EMP04518,2023-H2,5,6,0
PERF014937,EMP04518,2024-H1,4,29,0
PERF014938,EMP04519,2022-H2,5,56,0
PERF014939,EMP04519,2023-H1,4,55,0
PERF014940,EMP04519,2023-H2,4,38,0
PERF014941,EMP04519,2024-H1,5,54,0
PERF014942,EMP04519,2024-H2,5,42,0
PERF014943,EMP04520,2024-H1,3,20,0
PERF014944,EMP04520,2024-H2,4,76,0
PERF014945,EMP04521,2022-H1,3,60,0
PERF014946,EMP04521,2022-H2,3,48,0
PERF014947,EMP04521,2023-H1,3,38,0
PERF014948,EMP04521,2023-H2,3,21,0
PERF014949,EMP04521,2024-H1,3,22,0
PERF014950,EMP04521,2024-H2,3,39,0
PERF014951,EMP04522,2024-H1,3,69,0
PERF014952,EMP04522,2024-H2,2,70,0
PERF014953,EMP04523,2023-H1,5,29,0
PERF014954,EMP04523,2023-H2,4,37,0
PERF014955,EMP04523,2024-H1,4,68,0
PERF014956,EMP04523,2024-H2,4,62,0
PERF014957,EMP04524,2024-H2,4,20,0
PERF014958,EMP04525,2024-H2,5,33,0
PERF014959,EMP04526,2022-H1,3,55,0
PERF014960,EMP04526,2022-H2,4,75,0
PERF014961,EMP04526,2023-H1,4,78,0
PERF014962,EMP04526,2023-H2,4,51,0
PERF014963,EMP04526,2024-H1,4,61,0
PERF014964,EMP04526,2024-H2,3,51,0
PERF014965,EMP04527,2022-H2,1,52,0
PERF014966,EMP04527,2023-H1,2,60,0
PERF014967,EMP04527,2023-H2,2,58,0
PERF014968,EMP04527,2024-H1,2,32,0
PERF014969,EMP04527,2024-H2,2,49,0
PERF014970,EMP04528,2022-H2,3,14,0
PERF014971,EMP04528,2023-H1,4,24,0
PERF014972,EMP04528,2023-H2,2,26,0
PERF014973,EMP04528,2024-H1,2,15,0
PERF014974,EMP04528,2024-H2,4,16,1
PERF014975,EMP04529,2023-H2,3,37,0
PERF014976,EMP04529,2024-H1,4,66,0
PERF014977,EMP04529,2024-H2,5,58,0
PERF014978,EMP04530,2023-H2,2,6,0
PERF014979,EMP04530,2024-H1,1,9,0
PERF014980,EMP04531,2022-H1,3,21,0
PERF014981,EMP04531,2022-H2,2,19,0
PERF014982,EMP04532,2023-H2,3,75,0
PERF014983,EMP04532,2024-H1,2,21,0
PERF014984,EMP04532,2024-H2,2,43,0
PERF014985,EMP04533,2023-H1,4,80,0
PERF014986,EMP04533,2023-H2,5,70,0
PERF014987,EMP04533,2024-H1,4,77,0
PERF014988,EMP04533,2024-H2,3,79,0
PERF014989,EMP04534,2024-H2,5,55,0
PERF014990,EMP04535,2022-H2,5,39,0
PERF014991,EMP04535,2023-H1,5,29,0
PERF014992,EMP04535,2023-H2,4,46,0
PERF014993,EMP04535,2024-H1,5,48,0
PERF014994,EMP04535,2024-H2,5,75,0
PERF014995,EMP04536,2022-H1,4,27,0
PERF014996,EMP04536,2022-H2,4,10,0
PERF014997,EMP04536,2023-H1,4,15,0
PERF014998,EMP04536,2023-H2,4,19,0
PERF014999,EMP04537,2024-H1,4,40,0
PERF015000,EMP04537,2024-H2,4,55,0
PERF015001,EMP04538,2022-H1,3,53,0
PERF015002,EMP04538,2022-H2,4,38,0
PERF015003,EMP04538,2023-H1,3,76,0
PERF015004,EMP04538,2023-H2,4,45,0
PERF015005,EMP04538,2024-H1,3,54,0
PERF015006,EMP04538,2024-H2,3,57,0
PERF015007,EMP04539,2023-H2,5,30,0
PERF015008,EMP04539,2024-H1,5,30,0
PERF015009,EMP04539,2024-H2,5,76,0
PERF015010,EMP04540,2023-H1,3,60,0
PERF015011,EMP04540,2023-H2,3,72,0
PERF015012,EMP04540,2024-H1,3,35,0
PERF015013,EMP04540,2024-H2,3,32,0
PERF015014,EMP04541,2024-H2,3,35,0
PERF015015,EMP04542,2023-H2,5,34,0
PERF015016,EMP04542,2024-H1,3,22,0
PERF015017,EMP04542,2024-H2,3,20,0
PERF015018,EMP04543,2024-H2,3,49,0
PERF015019,EMP04544,2022-H1,3,22,0
PERF015020,EMP04544,2022-H2,3,59,0
PERF015021,EMP04544,2023-H1,4,75,0
PERF015022,EMP04544,2023-H2,3,20,0
PERF015023,EMP04544,2024-H1,3,75,0
PERF015024,EMP04544,2024-H2,3,46,0
PERF015025,EMP04545,2024-H2,3,46,0
PERF015026,EMP04546,2023-H2,3,28,0
PERF015027,EMP04546,2024-H1,3,25,0
PERF015028,EMP04547,2024-H1,5,53,0
PERF015029,EMP04547,2024-H2,5,22,0
PERF015030,EMP04548,2024-H1,5,34,0
PERF015031,EMP04548,2024-H2,5,72,0
PERF015032,EMP04549,2024-H2,4,75,0
PERF015033,EMP04550,2022-H2,4,64,0
PERF015034,EMP04550,2023-H1,4,46,0
PERF015035,EMP04550,2023-H2,4,70,0
PERF015036,EMP04550,2024-H1,4,61,0
PERF015037,EMP04550,2024-H2,5,48,0
PERF015038,EMP04551,2023-H2,2,27,0
PERF015039,EMP04551,2024-H1,2,37,0
PERF015040,EMP04551,2024-H2,2,31,0
PERF015041,EMP04552,2023-H2,2,60,0
PERF015042,EMP04552,2024-H1,2,26,0
PERF015043,EMP04552,2024-H2,2,56,0
PERF015044,EMP04553,2022-H1,3,31,0
PERF015045,EMP04553,2022-H2,4,35,1
PERF015046,EMP04553,2023-H1,3,46,0
PERF015047,EMP04553,2023-H2,3,35,0
PERF015048,EMP04553,2024-H1,5,43,0
PERF015049,EMP04553,2024-H2,4,28,0
PERF015050,EMP04554,2022-H1,4,72,0
PERF015051,EMP04554,2022-H2,4,49,0
PERF015052,EMP04554,2023-H1,4,36,0
PERF015053,EMP04554,2023-H2,4,30,0
PERF015054,EMP04554,2024-H1,3,43,0
PERF015055,EMP04554,2024-H2,3,60,0
PERF015056,EMP04555,2024-H1,1,30,0
PERF015057,EMP04555,2024-H2,2,14,0
PERF015058,EMP04556,2023-H2,3,23,0
PERF015059,EMP04556,2024-H1,3,27,0
PERF015060,EMP04556,2024-H2,4,24,0
PERF015061,EMP04557,2023-H2,4,61,0
PERF015062,EMP04557,2024-H1,4,33,0
PERF015063,EMP04557,2024-H2,4,77,0
PERF015064,EMP04558,2023-H2,3,23,0
PERF015065,EMP04558,2024-H1,3,19,0
PERF015066,EMP04558,2024-H2,3,30,0
PERF015067,EMP04559,2022-H2,5,53,0
PERF015068,EMP04559,2023-H1,4,23,0
PERF015069,EMP04559,2023-H2,5,61,0
PERF015070,EMP04559,2024-H1,5,32,0
PERF015071,EMP04559,2024-H2,5,74,0
PERF015072,EMP04560,2023-H1,2,79,0
PERF015073,EMP04560,2023-H2,2,78,0
PERF015074,EMP04560,2024-H1,2,76,0
PERF015075,EMP04560,2024-H2,2,45,0
PERF015076,EMP04561,2024-H2,5,77,1
PERF015077,EMP04562,2022-H1,3,55,0
PERF015078,EMP04562,2022-H2,3,46,0
PERF015079,EMP04562,2023-H1,3,47,0
PERF015080,EMP04562,2023-H2,3,57,0
PERF015081,EMP04562,2024-H1,4,61,0
PERF015082,EMP04562,2024-H2,3,44,0
PERF015083,EMP04563,2024-H2,5,26,0
PERF015084,EMP04564,2023-H2,3,39,0
PERF015085,EMP04564,2024-H1,3,70,0
PERF015086,EMP04564,2024-H2,3,24,0
PERF015087,EMP04565,2023-H1,4,20,0
PERF015088,EMP04565,2023-H2,3,41,0
PERF015089,EMP04565,2024-H1,4,35,0
PERF015090,EMP04565,2024-H2,3,56,0
PERF015091,EMP04566,2024-H1,3,63,0
PERF015092,EMP04566,2024-H2,4,41,1
PERF015093,EMP04567,2024-H1,4,59,0
PERF015094,EMP04567,2024-H2,5,75,1
PERF015095,EMP04568,2023-H1,1,4,0
PERF015096,EMP04568,2023-H2,2,24,0
PERF015097,EMP04568,2024-H1,2,5,0
PERF015098,EMP04568,2024-H2,2,17,0
PERF015099,EMP04569,2022-H1,4,77,0
PERF015100,EMP04569,2022-H2,4,71,0
PERF015101,EMP04569,2023-H1,5,33,0
PERF015102,EMP04569,2023-H2,4,45,0
PERF015103,EMP04569,2024-H1,4,49,0
PERF015104,EMP04569,2024-H2,5,62,0
PERF015105,EMP04570,2023-H2,3,71,0
PERF015106,EMP04570,2024-H1,3,65,0
PERF015107,EMP04570,2024-H2,3,77,0
PERF015108,EMP04571,2023-H1,3,20,0
PERF015109,EMP04571,2023-H2,2,14,0
PERF015110,EMP04571,2024-H1,2,15,0
PERF015111,EMP04572,2022-H2,2,46,0
PERF015112,EMP04572,2023-H1,2,76,0
PERF015113,EMP04572,2023-H2,1,48,0
PERF015114,EMP04572,2024-H1,2,67,0
PERF015115,EMP04572,2024-H2,2,31,0
PERF015116,EMP04573,2022-H1,4,6,0
PERF015117,EMP04573,2022-H2,4,21,0
PERF015118,EMP04573,2023-H1,4,15,0
PERF015119,EMP04573,2023-H2,4,5,0
PERF015120,EMP04573,2024-H1,5,12,0
PERF015121,EMP04574,2024-H2,1,53,0
PERF015122,EMP04575,2023-H1,4,65,0
PERF015123,EMP04575,2023-H2,4,28,0
PERF015124,EMP04575,2024-H1,5,66,0
PERF015125,EMP04575,2024-H2,5,62,1
PERF015126,EMP04576,2023-H1,2,41,0
PERF015127,EMP04576,2023-H2,2,77,0
PERF015128,EMP04576,2024-H1,2,45,0
PERF015129,EMP04576,2024-H2,3,59,0
PERF015130,EMP04577,2024-H2,4,48,1
PERF015131,EMP04578,2023-H2,4,62,0
PERF015132,EMP04578,2024-H1,5,41,0
PERF015133,EMP04578,2024-H2,4,49,0
PERF015134,EMP04579,2023-H2,4,17,0
PERF015135,EMP04579,2024-H1,4,16,0
PERF015136,EMP04579,2024-H2,5,5,0
PERF015137,EMP04580,2022-H2,5,35,0
PERF015138,EMP04580,2023-H1,5,23,0
PERF015139,EMP04580,2023-H2,4,24,0
PERF015140,EMP04580,2024-H1,5,78,0
PERF015141,EMP04580,2024-H2,5,73,0
PERF015142,EMP04581,2023-H2,5,60,0
PERF015143,EMP04581,2024-H1,5,38,0
PERF015144,EMP04581,2024-H2,5,58,1
PERF015145,EMP04582,2023-H1,2,55,0
PERF015146,EMP04582,2023-H2,2,57,0
PERF015147,EMP04582,2024-H1,2,70,0
PERF015148,EMP04582,2024-H2,2,57,0
PERF015149,EMP04583,2022-H2,4,55,0
PERF015150,EMP04583,2023-H1,3,77,0
PERF015151,EMP04583,2023-H2,3,27,0
PERF015152,EMP04583,2024-H1,4,39,0
PERF015153,EMP04583,2024-H2,3,56,0
PERF015154,EMP04584,2024-H2,4,49,0
PERF015155,EMP04585,2023-H1,2,70,0
PERF015156,EMP04585,2023-H2,3,38,0
PERF015157,EMP04585,2024-H1,2,28,0
PERF015158,EMP04585,2024-H2,3,47,0
PERF015159,EMP04586,2023-H1,4,30,0
PERF015160,EMP04586,2023-H2,2,77,0
PERF015161,EMP04586,2024-H1,3,43,0
PERF015162,EMP04586,2024-H2,4,62,0
PERF015163,EMP04587,2023-H1,3,44,0
PERF015164,EMP04587,2023-H2,3,29,0
PERF015165,EMP04587,2024-H1,3,56,0
PERF015166,EMP04587,2024-H2,2,33,0
PERF015167,EMP04588,2024-H1,3,72,0
PERF015168,EMP04588,2024-H2,3,21,0
PERF015169,EMP04589,2024-H1,4,72,0
PERF015170,EMP04589,2024-H2,3,67,0
PERF015171,EMP04590,2022-H2,5,25,0
PERF015172,EMP04590,2023-H1,5,63,0
PERF015173,EMP04590,2023-H2,4,57,0
PERF015174,EMP04590,2024-H1,4,29,0
PERF015175,EMP04590,2024-H2,5,78,0
PERF015176,EMP04591,2024-H2,5,74,0
PERF015177,EMP04592,2023-H1,5,45,0
PERF015178,EMP04592,2023-H2,4,28,0
PERF015179,EMP04592,2024-H1,5,62,0
PERF015180,EMP04592,2024-H2,4,54,0
PERF015181,EMP04593,2024-H2,4,28,0
PERF015182,EMP04594,2022-H2,3,46,0
PERF015183,EMP04594,2023-H1,1,79,0
PERF015184,EMP04594,2023-H2,2,30,0
PERF015185,EMP04594,2024-H1,2,54,0
PERF015186,EMP04594,2024-H2,2,73,0
PERF015187,EMP04595,2022-H1,4,8,0
PERF015188,EMP04595,2022-H2,4,19,0
PERF015189,EMP04595,2023-H1,4,17,0
PERF015190,EMP04595,2023-H2,4,7,0
PERF015191,EMP04596,2024-H2,4,74,0
PERF015192,EMP04597,2023-H1,4,7,0
PERF015193,EMP04597,2023-H2,5,14,0
PERF015194,EMP04597,2024-H1,3,8,0
PERF015195,EMP04597,2024-H2,4,26,0
PERF015196,EMP04598,2023-H2,3,21,0
PERF015197,EMP04598,2024-H1,5,37,0
PERF015198,EMP04598,2024-H2,5,74,0
PERF015199,EMP04599,2023-H1,3,49,0
PERF015200,EMP04599,2023-H2,3,44,0
PERF015201,EMP04599,2024-H1,2,79,0
PERF015202,EMP04599,2024-H2,3,67,0
PERF015203,EMP04600,2023-H2,4,68,0
PERF015204,EMP04600,2024-H1,4,79,0
PERF015205,EMP04600,2024-H2,3,37,0
PERF015206,EMP04601,2022-H1,3,44,0
PERF015207,EMP04601,2022-H2,4,36,0
PERF015208,EMP04601,2023-H1,4,24,0
PERF015209,EMP04601,2023-H2,5,49,0
PERF015210,EMP04601,2024-H1,4,27,0
PERF015211,EMP04601,2024-H2,4,80,0
PERF015212,EMP04602,2024-H2,5,70,0
PERF015213,EMP04603,2022-H2,4,53,0
PERF015214,EMP04603,2023-H1,4,59,0
PERF015215,EMP04603,2023-H2,5,30,0
PERF015216,EMP04603,2024-H1,4,25,0
PERF015217,EMP04603,2024-H2,4,39,0
PERF015218,EMP04604,2024-H1,4,50,0
PERF015219,EMP04604,2024-H2,5,47,0
PERF015220,EMP04605,2024-H1,3,28,0
PERF015221,EMP04605,2024-H2,3,35,0
PERF015222,EMP04606,2023-H1,5,40,0
PERF015223,EMP04606,2023-H2,5,72,0
PERF015224,EMP04606,2024-H1,4,78,0
PERF015225,EMP04606,2024-H2,5,65,0
PERF015226,EMP04607,2024-H2,3,64,0
PERF015227,EMP04608,2023-H2,3,19,0
PERF015228,EMP04608,2024-H1,3,10,0
PERF015229,EMP04608,2024-H2,1,20,0
PERF015230,EMP04609,2022-H1,5,59,0
PERF015231,EMP04609,2022-H2,5,77,0
PERF015232,EMP04609,2023-H1,5,45,0
PERF015233,EMP04609,2023-H2,5,51,0
PERF015234,EMP04609,2024-H1,5,31,0
PERF015235,EMP04609,2024-H2,5,30,0
PERF015236,EMP04610,2024-H2,1,47,0
PERF015237,EMP04611,2024-H1,3,42,0
PERF015238,EMP04611,2024-H2,2,46,0
PERF015239,EMP04612,2024-H2,4,73,0
PERF015240,EMP04613,2023-H1,3,36,0
PERF015241,EMP04613,2023-H2,3,79,0
PERF015242,EMP04613,2024-H1,3,45,0
PERF015243,EMP04613,2024-H2,3,27,0
PERF015244,EMP04614,2023-H1,3,65,0
PERF015245,EMP04614,2023-H2,2,54,0
PERF015246,EMP04614,2024-H1,2,34,0
PERF015247,EMP04614,2024-H2,3,36,0
PERF015248,EMP04615,2024-H2,2,20,0
PERF015249,EMP04616,2023-H1,3,36,0
PERF015250,EMP04616,2023-H2,2,29,0
PERF015251,EMP04616,2024-H1,1,26,0
PERF015252,EMP04616,2024-H2,2,60,0
PERF015253,EMP04617,2023-H1,3,55,0
PERF015254,EMP04617,2023-H2,3,47,0
PERF015255,EMP04617,2024-H1,4,42,0
PERF015256,EMP04617,2024-H2,2,67,0
PERF015257,EMP04618,2022-H1,4,65,0
PERF015258,EMP04618,2022-H2,5,71,0
PERF015259,EMP04618,2023-H1,5,47,0
PERF015260,EMP04618,2023-H2,5,58,1
PERF015261,EMP04618,2024-H1,5,55,0
PERF015262,EMP04618,2024-H2,5,25,0
PERF015263,EMP04619,2023-H2,2,58,0
PERF015264,EMP04619,2024-H1,2,56,0
PERF015265,EMP04619,2024-H2,3,56,0
PERF015266,EMP04620,2024-H1,2,22,0
PERF015267,EMP04620,2024-H2,2,67,0
PERF015268,EMP04621,2023-H1,3,51,0
PERF015269,EMP04621,2023-H2,3,31,0
PERF015270,EMP04621,2024-H1,4,47,0
PERF015271,EMP04621,2024-H2,5,66,0
PERF015272,EMP04622,2023-H2,5,24,0
PERF015273,EMP04622,2024-H1,5,56,0
PERF015274,EMP04622,2024-H2,4,22,1
PERF015275,EMP04623,2024-H2,4,56,0
PERF015276,EMP04624,2024-H1,4,64,0
PERF015277,EMP04624,2024-H2,3,24,0
PERF015278,EMP04625,2024-H1,4,49,0
PERF015279,EMP04625,2024-H2,5,62,1
PERF015280,EMP04626,2023-H2,3,73,0
PERF015281,EMP04626,2024-H1,3,49,0
PERF015282,EMP04626,2024-H2,3,64,0
PERF015283,EMP04627,2022-H1,2,17,0
PERF015284,EMP04627,2022-H2,1,25,0
PERF015285,EMP04627,2023-H1,2,25,0
PERF015286,EMP04628,2022-H1,4,55,0
PERF015287,EMP04628,2022-H2,4,35,0
PERF015288,EMP04628,2023-H1,5,22,0
PERF015289,EMP04628,2023-H2,4,33,0
PERF015290,EMP04628,2024-H1,4,61,0
PERF015291,EMP04628,2024-H2,4,30,0
PERF015292,EMP04629,2023-H1,5,65,0
PERF015293,EMP04629,2023-H2,5,67,0
