attrition_id,employee_id,exit_date,attrition_reason,tenure_months,exit_interview_score
ATT00886,EMP03787,2024-12-31,Higher Education,3,7.5
ATT00887,EMP03788,2024-11-05,Career Growth,6,7.9
ATT00888,EMP03804,2024-12-11,Career Growth,20,6.2
ATT00889,EMP03809,2024-04-30,Better Salary,25,3.9
ATT00890,EMP03810,2024-12-17,Better Salary,9,5.7
ATT00891,EMP03814,2023-05-10,Personal Reasons,14,5.9
ATT00892,EMP03820,2024-06-21,Manager Issues,18,6.3
ATT00893,EMP03821,2024-12-09,Higher Education,3,3.2
ATT00894,EMP03824,2024-07-13,Relocation,4,2.6
ATT00895,EMP03833,2024-12-27,Relocation,5,7.6
ATT00896,EMP03836,2024-05-26,Relocation,16,3
ATT00897,EMP03840,2022-10-15,Better Salary,5,4.9
ATT00898,EMP03842,2024-11-10,Personal Reasons,3,4.6
ATT00899,EMP03844,2024-08-14,Health Reasons,4,3.5
ATT00900,EMP03845,2024-06-06,Relocation,8,6.7
ATT00901,EMP03849,2024-12-04,Career Growth,12,7.2
ATT00902,EMP03853,2023-01-04,Career Growth,12,7.6
ATT00903,EMP03864,2024-12-03,Manager Issues,5,5.6
ATT00904,EMP03868,2024-06-02,Higher Education,12,3.6
ATT00905,EMP03869,2024-10-27,Career Growth,6,3.3
ATT00906,EMP03872,2023-06-25,Manager Issues,8,8.3
ATT00907,EMP03876,2024-10-15,Manager Issues,11,4.4
ATT00908,EMP03881,2023-08-17,Relocation,7,8
ATT00909,EMP03882,2024-10-22,Personal Reasons,13,7.5
ATT00910,EMP03883,2024-10-13,Better Salary,26,6.5
ATT00911,EMP03884,2024-12-09,Higher Education,6,2.6
ATT00912,EMP03893,2024-09-17,Manager Issues,21,7.6
ATT00913,EMP03900,2022-04-24,Work-Life Balance,3,4.7
ATT00914,EMP03909,2024-10-24,Career Growth,8,4.5
ATT00915,EMP03915,2023-08-26,Work-Life Balance,3,5.6
ATT00916,EMP03923,2024-10-29,Career Growth,9,5.1
ATT00917,EMP03931,2023-12-20,Relocation,21,4.4
ATT00918,EMP03932,2023-01-11,Personal Reasons,7,5.8
ATT00919,EMP03933,2024-04-21,Personal Reasons,17,7.7
ATT00920,EMP03934,2023-10-30,Work-Life Balance,16,6.2
ATT00921,EMP03938,2023-04-28,Better Salary,5,5.3
ATT00922,EMP03950,2024-09-06,Career Growth,8,3.9
ATT00923,EMP03958,2023-03-23,Health Reasons,14,2.1
ATT00924,EMP03964,2024-12-28,Health Reasons,22,5.9
ATT00925,EMP03970,2023-05-22,Personal Reasons,14,5
ATT00926,EMP03989,2022-10-02,Better Salary,4,6.8
ATT00927,EMP03991,2024-07-01,Relocation,9,8
ATT00928,EMP04003,2024-01-06,Career Growth,13,7.3
ATT00929,EMP04005,2024-03-13,Better Salary,4,3.9
ATT00930,EMP04028,2024-06-19,Health Reasons,5,3.1
ATT00931,EMP04034,2024-12-27,Career Growth,11,6.7
ATT00932,EMP04043,2024-09-04,Better Salary,7,3
ATT00933,EMP04050,2023-09-13,Manager Issues,6,3.2
ATT00934,EMP04059,2024-11-21,Relocation,21,3.5
ATT00935,EMP04076,2024-07-27,Career Growth,16,2.6
ATT00936,EMP04079,2024-12-09,Better Salary,18,2.7
ATT00937,EMP04080,2024-10-21,Manager Issues,18,3.7
ATT00938,EMP04082,2022-08-27,Work-Life Balance,6,2.9
ATT00939,EMP04086,2024-10-23,Work-Life Balance,3,5.1
ATT00940,EMP04090,2024-11-25,Better Salary,13,6.6
ATT00941,EMP04092,2024-05-05,Work-Life Balance,4,4.5
ATT00942,EMP04096,2024-06-23,Career Growth,27,2.2
ATT00943,EMP04108,2024-09-07,Manager Issues,20,6
ATT00944,EMP04110,2024-12-19,Better Salary,13,6.2
ATT00945,EMP04117,2023-11-03,Relocation,4,3.7
ATT00946,EMP04126,2024-11-05,Personal Reasons,9,6.8
ATT00947,EMP04135,2024-11-20,Work-Life Balance,20,7.8
ATT00948,EMP04137,2024-10-16,Career Growth,10,8
ATT00949,EMP04150,2024-12-30,Career Growth,7,5.8
ATT00950,EMP04151,2024-02-21,Career Growth,22,4.5
ATT00951,EMP04158,2024-03-18,Better Salary,23,8.4
ATT00952,EMP04163,2024-01-04,Relocation,4,6
ATT00953,EMP04172,2024-09-25,Better Salary,27,3.1
ATT00954,EMP04182,2022-05-06,Relocation,3,3.6
ATT00955,EMP04200,2024-02-09,Career Growth,3,5.9
ATT00956,EMP04206,2024-09-15,Health Reasons,9,5.3
ATT00957,EMP04211,2022-12-28,Career Growth,9,3.4
ATT00958,EMP04216,2022-12-13,Higher Education,11,7.4
ATT00959,EMP04226,2024-12-19,Work-Life Balance,15,6.6
ATT00960,EMP04237,2024-12-25,Career Growth,4,3.4
ATT00961,EMP04249,2024-06-29,Manager Issues,18,3.1
ATT00962,EMP04250,2023-11-12,Personal Reasons,11,2.6
ATT00963,EMP04253,2024-10-22,Work-Life Balance,18,4.8
ATT00964,EMP04258,2024-08-04,Personal Reasons,8,8
ATT00965,EMP04266,2023-10-15,Better Salary,9,2.3
ATT00966,EMP04284,2023-04-19,Relocation,15,5.7
ATT00967,EMP04292,2024-09-16,Relocation,4,4.4
ATT00968,EMP04297,2024-12-21,Personal Reasons,5,7.4
ATT00969,EMP04300,2024-06-20,Personal Reasons,6,6.6
ATT00970,EMP04304,2024-04-23,Better Salary,21,4.1
ATT00971,EMP04307,2024-11-26,Work-Life Balance,4,5.6
ATT00972,EMP04339,2022-11-28,Career Growth,4,6.4
ATT00973,EMP04347,2024-12-31,Relocation,8,7.7
ATT00974,EMP04357,2024-11-01,Manager Issues,4,6.7
ATT00975,EMP04366,2024-12-02,Personal Reasons,10,7.6
ATT00976,EMP04373,2023-06-06,Relocation,17,6.8
ATT00977,EMP04382,2022-12-14,Career Growth,8,6.5
ATT00978,EMP04386,2024-10-04,Better Salary,4,4.9
ATT00979,EMP04387,2024-10-11,Higher Education,33,4.3
ATT00980,EMP04392,2023-05-30,Better Salary,5,3.8
ATT00981,EMP04404,2023-06-20,Better Salary,11,7
ATT00982,EMP04415,2023-11-01,Manager Issues,5,8.3
ATT00983,EMP04430,2024-06-19,Better Salary,12,4.2
ATT00984,EMP04450,2024-03-05,Health Reasons,22,6.3
ATT00985,EMP04453,2024-09-22,Better Salary,25,6.3
ATT00986,EMP04460,2024-04-09,Health Reasons,10,2.9
ATT00987,EMP04461,2024-08-15,Better Salary,15,5.1
ATT00988,EMP04472,2024-05-16,Personal Reasons,8,4
ATT00989,EMP04475,2024-02-17,Better Salary,4,4.2
ATT00990,EMP04500,2023-04-07,Better Salary,8,3.8
ATT00991,EMP04503,2024-08-25,Health Reasons,14,6.5
ATT00992,EMP04508,2024-12-08,Relocation,15,3.7
ATT00993,EMP04518,2024-04-14,Work-Life Balance,20,6.9
ATT00994,EMP04528,2024-12-14,Higher Education,28,4.4
ATT00995,EMP04530,2024-01-25,Higher Education,4,4.1
ATT00996,EMP04531,2022-09-07,Career Growth,8,2.5
ATT00997,EMP04536,2023-11-27,Better Salary,21,3.7
ATT00998,EMP04546,2024-02-17,Career Growth,7,4.8
ATT00999,EMP04555,2024-12-15,Work-Life Balance,7,2.8
ATT01000,EMP04556,2024-09-08,Career Growth,11,3.6
ATT01001,EMP04558,2024-09-30,Career Growth,11,3.7
ATT01002,EMP04568,2024-08-18,Work-Life Balance,16,2.4
ATT01003,EMP04571,2024-04-02,Work-Life Balance,12,5.7
ATT01004,EMP04573,2024-02-19,Career Growth,22,4.1
ATT01005,EMP04579,2024-10-26,Manager Issues,15,4.7
ATT01006,EMP04595,2023-10-07,Career Growth,20,3.2
ATT01007,EMP04597,2024-11-20,Better Salary,18,3.9
ATT01008,EMP04608,2024-07-17,Better Salary,11,6.7
ATT01009,EMP04627,2023-04-25,Work-Life Balance,10,5.9
ATT01010,EMP04632,2023-11-18,Better Salary,9,5.1
ATT01011,EMP04668,2023-12-17,Health Reasons,6,4.2
ATT01012,EMP04677,2023-12-12,Work-Life Balance,19,8.3
ATT01013,EMP04682,2024-09-21,Manager Issues,6,5.6
ATT01014,EMP04690,2024-12-23,Work-Life Balance,15,5.6
ATT01015,EMP04697,2024-06-03,Career Growth,23,6.2
ATT01016,EMP04702,2024-08-21,Career Growth,18,2.7
ATT01017,EMP04705,2024-01-11,Better Salary,21,6.3
ATT01018,EMP04710,2023-10-11,Career Growth,9,7.1
ATT01019,EMP04711,2024-02-16,Career Growth,16,5.5
ATT01020,EMP04712,2024-07-05,Health Reasons,10,3.7
ATT01021,EMP04715,2024-10-04,Work-Life Balance,7,4.4
ATT01022,EMP04716,2024-07-12,Relocation,4,5.4
ATT01023,EMP04724,2023-10-17,Better Salary,5,4.4
ATT01024,EMP04726,2023-12-30,Relocation,22,2.6
ATT01025,EMP04730,2022-09-03,Higher Education,3,7
ATT01026,EMP04731,2024-01-04,Career Growth,20,2.4
ATT01027,EMP04740,2024-10-25,Manager Issues,33,8.5
ATT01028,EMP04744,2024-10-01,Relocation,10,5.3
ATT01029,EMP04749,2024-11-07,Relocation,5,8.1
ATT01030,EMP04755,2024-11-05,Relocation,7,3.4
ATT01031,EMP04756,2023-05-28,Career Growth,15,4.3
ATT01032,EMP04766,2023-10-01,Manager Issues,4,8
ATT01033,EMP04789,2024-12-28,Career Growth,6,4.8
ATT01034,EMP04792,2023-12-23,Manager Issues,11,4.9
ATT01035,EMP04795,2023-10-16,Higher Education,4,7.1
ATT01036,EMP04809,2024-10-29,Better Salary,18,6.1
ATT01037,EMP04814,2023-11-30,Career Growth,11,6.7
ATT01038,EMP04815,2024-04-11,Work-Life Balance,13,4.2
ATT01039,EMP04818,2024-10-23,Manager Issues,12,3.4
ATT01040,EMP04821,2023-09-04,Relocation,4,4.3
ATT01041,EMP04823,2023-07-12,Higher Education,6,8.2
ATT01042,EMP04829,2024-08-07,Higher Education,8,4.8
ATT01043,EMP04834,2024-12-29,Better Salary,31,3.8
ATT01044,EMP04848,2024-09-29,Health Reasons,10,4.9
ATT01045,EMP04855,2024-07-31,Career Growth,3,3.1
ATT01046,EMP04867,2023-11-12,Career Growth,7,8
ATT01047,EMP04878,2024-03-08,Work-Life Balance,4,2.6
ATT01048,EMP04903,2024-02-04,Health Reasons,9,3.6
ATT01049,EMP04904,2023-11-18,Career Growth,12,3.9
ATT01050,EMP04912,2024-07-04,Relocation,7,6.6
ATT01051,EMP04913,2023-03-26,Manager Issues,10,8
ATT01052,EMP04924,2024-12-18,Career Growth,5,2.2
ATT01053,EMP04925,2023-09-18,Manager Issues,5,3.6
ATT01054,EMP04929,2024-10-31,Career Growth,7,2.7
ATT01055,EMP04940,2024-01-09,Health Reasons,15,3.4
ATT01056,EMP04952,2024-07-13,Better Salary,24,2.5
ATT01057,EMP04967,2023-09-25,Better Salary,12,5.3
ATT01058,EMP04983,2024-08-29,Work-Life Balance,8,5.2
ATT01059,EMP05000,2024-12-13,Work-Life Balance,12,8.2
ATT01060,EMP05014,2023-06-12,Career Growth,6,7.8
ATT01061,EMP05018,2022-10-06,Work-Life Balance,8,2.7
ATT01062,EMP05023,2023-08-06,Manager Issues,5,6.3
ATT01063,EMP05027,2023-04-23,Better Salary,6,7.6
ATT01064,EMP05035,2023-10-06,Better Salary,10,2.4
ATT01065,EMP05039,2024-07-07,Career Growth,23,6.8
ATT01066,EMP05042,2024-09-15,Health Reasons,5,2.3
ATT01067,EMP05049,2024-07-25,Career Growth,4,3
ATT01068,EMP05059,2024-10-27,Higher Education,4,4.9
ATT01069,EMP05080,2024-11-30,Career Growth,9,4.8
ATT01070,EMP05081,2024-10-29,Manager Issues,3,4.2
ATT01071,EMP05086,2024-12-06,Career Growth,20,6.5
ATT01072,EMP05087,2023-06-18,Relocation,15,6.8
ATT01073,EMP05098,2023-04-05,Higher Education,14,6.1
ATT01074,EMP05100,2024-01-02,Higher Education,12,5.3
ATT01075,EMP05104,2024-04-03,Better Salary,5,4.8
ATT01076,EMP05107,2024-10-27,Better Salary,10,8
ATT01077,EMP05109,2024-01-12,Better Salary,18,7.8
ATT01078,EMP05113,2024-12-23,Work-Life Balance,3,4.3
ATT01079,EMP05134,2023-05-19,Relocation,6,5.6
ATT01080,EMP05142,2024-10-17,Manager Issues,9,6.1
ATT01081,EMP05143,2024-10-14,Higher Education,25,4
ATT01082,EMP05151,2024-10-05,Higher Education,5,4.1
ATT01083,EMP05153,2024-08-17,Career Growth,6,7.9
ATT01084,EMP05155,2024-08-24,Relocation,22,3.3
ATT01085,EMP05161,2023-12-15,Career Growth,17,5.4
ATT01086,EMP05162,2024-11-28,Career Growth,5,7.4
ATT01087,EMP05163,2024-05-29,Work-Life Balance,5,5.3
ATT01088,EMP05171,2022-10-30,Work-Life Balance,5,2.5
ATT01089,EMP05180,2024-08-09,Manager Issues,7,3.5
ATT01090,EMP05192,2024-11-08,Manager Issues,23,2.4
ATT01091,EMP05198,2023-04-15,Better Salary,7,4.4
ATT01092,EMP05200,2024-08-03,Better Salary,7,7.9
ATT01093,EMP05201,2024-06-07,Relocation,28,3
ATT01094,EMP05203,2024-09-04,Career Growth,24,7
ATT01095,EMP05214,2024-12-12,Better Salary,6,7.3
ATT01096,EMP05223,2022-11-25,Manager Issues,8,2.8
ATT01097,EMP05224,2023-11-11,Relocation,5,4.7
ATT01098,EMP05226,2024-08-06,Career Growth,3,2.1
ATT01099,EMP05229,2024-09-29,Higher Education,21,6.4
ATT01100,EMP05231,2024-09-19,Work-Life Balance,3,7
ATT01101,EMP05242,2024-07-16,Better Salary,17,5.9
ATT01102,EMP05243,2024-12-23,Better Salary,9,5
ATT01103,EMP05244,2024-12-01,Manager Issues,13,5.3
ATT01104,EMP05251,2023-05-02,Better Salary,10,6.8
ATT01105,EMP05253,2023-10-10,Career Growth,10,3.9
ATT01106,EMP05259,2023-03-24,Personal Reasons,8,5.4
ATT01107,EMP05261,2023-11-25,Career Growth,10,2.1
ATT01108,EMP05268,2024-11-03,Relocation,10,8.4
ATT01109,EMP05274,2024-11-01,Career Growth,6,5.9
ATT01110,EMP05283,2024-04-30,Career Growth,10,3.4
ATT01111,EMP05292,2024-11-26,Career Growth,3,2.4
ATT01112,EMP05294,2024-11-04,Career Growth,26,7.9
ATT01113,EMP05306,2024-12-23,Career Growth,7,3.5
ATT01114,EMP05316,2024-05-28,Manager Issues,28,4.8
ATT01115,EMP05319,2024-11-07,Relocation,6,4.9
ATT01116,EMP05320,2024-12-31,Better Salary,10,4.4
ATT01117,EMP05327,2023-07-31,Higher Education,12,8.1
ATT01118,EMP05334,2024-11-19,Personal Reasons,28,3.1
ATT01119,EMP05335,2023-09-13,Career Growth,8,2.4
ATT01120,EMP05337,2024-08-14,Personal Reasons,20,6.7
ATT01121,EMP05373,2024-09-23,Work-Life Balance,6,5.7
ATT01122,EMP05375,2024-10-30,Personal Reasons,26,4.6
ATT01123,EMP05377,2024-01-16,Career Growth,4,3.6
ATT01124,EMP05400,2024-01-23,Relocation,7,4.4
ATT01125,EMP05403,2024-12-03,Relocation,3,8.1
ATT01126,EMP05410,2024-12-02,Career Growth,6,7.8
ATT01127,EMP05411,2023-09-17,Career Growth,9,4.8
ATT01128,EMP05422,2024-09-16,Career Growth,16,3.5
ATT01129,EMP05423,2023-06-26,Better Salary,6,4.4
ATT01130,EMP05433,2023-10-15,Manager Issues,5,6
ATT01131,EMP05438,2024-06-19,Relocation,17,2.9
ATT01132,EMP05470,2024-11-19,Career Growth,3,8
ATT01133,EMP05482,2024-10-11,Work-Life Balance,12,2.8
ATT01134,EMP05490,2024-10-26,Higher Education,24,4.2
ATT01135,EMP05496,2023-05-05,Manager Issues,6,7.2
ATT01136,EMP05498,2024-12-31,Higher Education,33,5.9
ATT01137,EMP05502,2024-09-03,Better Salary,11,4.6
ATT01138,EMP05506,2024-07-30,Career Growth,5,7.7
ATT01139,EMP05521,2023-12-20,Better Salary,5,5.2
ATT01140,EMP05522,2024-12-16,Health Reasons,5,7.8
ATT01141,EMP05525,2023-09-04,Career Growth,6,8
ATT01142,EMP05526,2024-02-20,Work-Life Balance,17,4
ATT01143,EMP05529,2024-05-31,Better Salary,11,8.5
ATT01144,EMP05534,2024-04-30,Manager Issues,7,7.8
ATT01145,EMP05536,2023-04-09,Relocation,4,7.5
ATT01146,EMP05541,2024-12-11,Work-Life Balance,8,6.1
ATT01147,EMP05544,2024-06-06,Higher Education,10,6.3
ATT01148,EMP05546,2024-05-07,Better Salary,6,6.8
ATT01149,EMP05548,2024-12-30,Higher Education,25,8.2
ATT01150,EMP05560,2024-12-17,Better Salary,17,5.3
ATT01151,EMP05571,2024-05-03,Work-Life Balance,10,2.1
ATT01152,EMP05577,2023-08-28,Career Growth,18,8.1
ATT01153,EMP05579,2024-05-26,Health Reasons,6,7.2
ATT01154,EMP05585,2024-10-26,Better Salary,10,5.3
ATT01155,EMP05588,2023-06-24,Health Reasons,3,7.9
ATT01156,EMP05601,2024-09-29,Relocation,3,7.6
ATT01157,EMP05602,2023-01-14,Health Reasons,4,4.1
ATT01158,EMP05603,2023-02-23,Better Salary,12,7.1
ATT01159,EMP05609,2023-03-03,Better Salary,4,6.7
ATT01160,EMP05611,2024-06-11,Work-Life Balance,4,2.1
ATT01161,EMP05614,2023-12-07,Manager Issues,19,3.3
ATT01162,EMP05617,2024-12-20,Career Growth,7,7.2
ATT01163,EMP05619,2023-02-01,Career Growth,3,2.3
ATT01164,EMP05622,2023-06-19,Manager Issues,15,4.5
ATT01165,EMP05626,2024-12-15,Better Salary,5,5.2
ATT01166,EMP05628,2023-08-24,Career Growth,14,3.2
ATT01167,EMP05634,2024-12-22,Manager Issues,16,7.2
ATT01168,EMP05635,2024-12-06,Manager Issues,3,8.2
ATT01169,EMP05648,2023-03-16,Career Growth,8,6.2
ATT01170,EMP05649,2024-02-07,Personal Reasons,11,3.7
ATT01171,EMP05652,2024-11-17,Career Growth,5,7.5
ATT01172,EMP05658,2023-02-28,Higher Education,5,5.2
ATT01173,EMP05660,2024-09-03,Personal Reasons,18,4.5
ATT01174,EMP05663,2024-12-15,Relocation,13,3.7
ATT01175,EMP05668,2024-12-10,Health Reasons,9,5.4
ATT01176,EMP05669,2024-09-26,Health Reasons,4,8.2
ATT01177,EMP05672,2022-11-27,Better Salary,4,6.9
ATT01178,EMP05678,2024-03-22,Personal Reasons,19,7.4
ATT01179,EMP05679,2024-08-15,Relocation,17,4.8
ATT01180,EMP05683,2024-11-11,Career Growth,24,2.4
ATT01181,EMP05687,2023-01-11,Personal Reasons,11,3.8
ATT01182,EMP05688,2024-01-03,Work-Life Balance,18,6.2
ATT01183,EMP05690,2024-05-05,Work-Life Balance,17,2.7
ATT01184,EMP05693,2023-10-19,Relocation,16,3.7
ATT01185,EMP05701,2024-02-18,Relocation,10,3.7
ATT01186,EMP05703,2024-12-06,Work-Life Balance,10,5.7
ATT01187,EMP05712,2024-04-16,Relocation,16,6.4
ATT01188,EMP05714,2024-08-20,Better Salary,12,6.8
ATT01189,EMP05721,2024-09-05,Career Growth,25,6.5
ATT01190,EMP05722,2024-10-22,Career Growth,11,4.3
ATT01191,EMP05726,2024-10-08,Better Salary,3,7
ATT01192,EMP05731,2023-12-10,Better Salary,13,6.4
ATT01193,EMP05735,2024-12-03,Career Growth,23,5
ATT01194,EMP05737,2024-08-14,Career Growth,16,2.3
ATT01195,EMP05739,2024-12-29,Better Salary,3,5.5
ATT01196,EMP05740,2024-06-26,Better Salary,9,4.3
ATT01197,EMP05741,2024-05-31,Manager Issues,12,3.7
ATT01198,EMP05743,2024-12-31,Career Growth,11,5.1
ATT01199,EMP05748,2024-12-18,Manager Issues,12,8.2
ATT01200,EMP05751,2023-12-31,Work-Life Balance,11,5.1
ATT01201,EMP05752,2024-06-04,Better Salary,25,3
ATT01202,EMP05753,2024-12-31,Better Salary,5,2.9
ATT01203,EMP05764,2023-07-26,Career Growth,3,3.3
ATT01204,EMP05771,2023-10-22,Career Growth,21,4.9
ATT01205,EMP05780,2023-03-20,Health Reasons,15,4.3
ATT01206,EMP05783,2024-11-18,Manager Issues,26,5.6
ATT01207,EMP05786,2024-11-16,Relocation,7,2.1
ATT01208,EMP05789,2024-11-04,Relocation,6,3.6
ATT01209,EMP05791,2024-06-19,Better Salary,12,5.5
ATT01210,EMP05808,2023-09-17,Work-Life Balance,8,4.8
ATT01211,EMP05809,2024-08-20,Health Reasons,11,6.1
ATT01212,EMP05816,2024-11-04,Work-Life Balance,17,4.1
ATT01213,EMP05817,2023-11-19,Better Salary,9,5.9
ATT01214,EMP05818,2024-08-02,Better Salary,15,6.4
ATT01215,EMP05819,2024-10-29,Manager Issues,20,3.3
ATT01216,EMP05822,2024-12-11,Better Salary,22,6.3
ATT01217,EMP05825,2023-10-28,Career Growth,17,4.5
ATT01218,EMP05828,2024-09-20,Work-Life Balance,5,2.7
ATT01219,EMP05829,2024-11-20,Better Salary,16,6.7
ATT01220,EMP05835,2023-04-24,Relocation,4,7.6
ATT01221,EMP05837,2023-08-12,Career Growth,6,4.4
ATT01222,EMP05848,2024-08-22,Career Growth,16,2.9
ATT01223,EMP05850,2024-09-22,Better Salary,7,6.1
ATT01224,EMP05853,2024-11-26,Relocation,6,4.8
ATT01225,EMP05855,2024-02-06,Career Growth,5,4.2
ATT01226,EMP05860,2023-11-22,Manager Issues,5,6.3
ATT01227,EMP05863,2024-10-02,Better Salary,10,7
ATT01228,EMP05864,2024-04-14,Career Growth,12,3.8
ATT01229,EMP05867,2023-09-08,Relocation,4,2.6
ATT01230,EMP05869,2024-03-25,Manager Issues,5,2.7
ATT01231,EMP05872,2024-06-06,Manager Issues,6,7.1
ATT01232,EMP05876,2024-05-26,Better Salary,6,2.4
ATT01233,EMP05879,2024-07-15,Work-Life Balance,7,3.2
ATT01234,EMP05880,2024-03-13,Health Reasons,7,7.9
ATT01235,EMP05883,2024-10-29,Higher Education,34,4.6
ATT01236,EMP05887,2023-07-01,Higher Education,16,6.1
ATT01237,EMP05889,2023-03-23,Relocation,4,4.8
ATT01238,EMP05896,2023-10-30,Personal Reasons,5,8
ATT01239,EMP05898,2024-09-27,Personal Reasons,4,7.7
ATT01240,EMP05900,2024-12-14,Higher Education,30,4.1
ATT01241,EMP05901,2024-12-22,Relocation,3,2.7
ATT01242,EMP05908,2024-10-10,Career Growth,22,4.2
ATT01243,EMP05911,2024-11-24,Better Salary,4,3
ATT01244,EMP05913,2023-08-29,Personal Reasons,4,4.4
ATT01245,EMP05919,2024-08-21,Better Salary,6,3.9
ATT01246,EMP05920,2024-11-13,Health Reasons,32,3.6
ATT01247,EMP05921,2022-11-01,Better Salary,6,4.9
ATT01248,EMP05947,2024-07-20,Better Salary,23,2.9
ATT01249,EMP05954,2024-10-10,Work-Life Balance,13,8.2
ATT01250,EMP05956,2024-12-22,Work-Life Balance,20,8.1
ATT01251,EMP05974,2024-12-16,Personal Reasons,3,4.2
ATT01252,EMP05977,2022-11-17,Work-Life Balance,5,3.9
ATT01253,EMP05985,2024-03-28,Manager Issues,18,3
ATT01254,EMP05999,2024-02-19,Higher Education,9,5.3
ATT01255,EMP06000,2024-12-14,Better Salary,4,7.2
ATT01256,EMP06007,2023-07-23,Relocation,17,5.4
ATT01257,EMP06008,2024-12-30,Better Salary,3,2.9
ATT01258,EMP06009,2024-04-25,Work-Life Balance,3,4
ATT01259,EMP06010,2024-08-06,Manager Issues,3,2.6
ATT01260,EMP06011,2023-02-10,Better Salary,6,7.5
ATT01261,EMP06012,2024-06-24,Better Salary,12,3.3
ATT01262,EMP06017,2023-04-04,Better Salary,10,2.6
ATT01263,EMP06018,2024-11-12,Career Growth,14,5.6
ATT01264,EMP06020,2023-06-04,Health Reasons,5,8.4
ATT01265,EMP06024,2024-06-01,Better Salary,12,5.5
ATT01266,EMP06029,2023-03-01,Better Salary,4,7.3
ATT01267,EMP06037,2024-11-30,Relocation,3,2.3
ATT01268,EMP06038,2023-01-04,Better Salary,6,6.1
ATT01269,EMP06039,2023-07-14,Career Growth,9,2.9
ATT01270,EMP06040,2023-05-25,Relocation,8,8.1
ATT01271,EMP06048,2024-11-24,Career Growth,3,6
ATT01272,EMP06049,2024-12-22,Relocation,3,7.6
ATT01273,EMP06053,2024-11-26,Better Salary,24,8.1
ATT01274,EMP06056,2024-06-22,Relocation,18,7.1
ATT01275,EMP06071,2023-06-15,Manager Issues,15,7.5
ATT01276,EMP06076,2023-10-18,Better Salary,16,5.8
ATT01277,EMP06079,2024-10-11,Relocation,31,4
ATT01278,EMP06083,2023-11-18,Career Growth,9,8.1
ATT01279,EMP06084,2024-10-25,Health Reasons,3,7
ATT01280,EMP06085,2024-08-26,Manager Issues,7,4.8
ATT01281,EMP06086,2022-09-14,Career Growth,6,3.5
ATT01282,EMP06087,2024-08-06,Personal Reasons,13,6.9
ATT01283,EMP06088,2024-11-24,Higher Education,11,5.5
ATT01284,EMP06093,2024-09-07,Career Growth,30,5.4
ATT01285,EMP06094,2023-10-24,Manager Issues,12,7.5
ATT01286,EMP06095,2022-08-18,Higher Education,6,3.4
ATT01287,EMP06096,2023-10-30,Work-Life Balance,6,3.7
ATT01288,EMP06102,2023-11-07,Higher Education,3,3.1
ATT01289,EMP06111,2024-07-25,Personal Reasons,19,2.7
ATT01290,EMP06113,2024-09-10,Work-Life Balance,6,5.8
ATT01291,EMP06115,2022-12-13,Health Reasons,8,8.4
ATT01292,EMP06129,2023-10-26,Health Reasons,12,2.5
ATT01293,EMP06136,2024-11-17,Better Salary,7,5.1
ATT01294,EMP06138,2024-12-20,Better Salary,5,2.3
ATT01295,EMP06139,2024-07-21,Career Growth,11,6.1
ATT01296,EMP06145,2024-05-18,Relocation,18,7.7
ATT01297,EMP06147,2023-11-07,Career Growth,11,4.8
ATT01298,EMP06152,2023-06-17,Manager Issues,5,3.6
ATT01299,EMP06154,2024-01-08,Career Growth,19,2.6
ATT01300,EMP06160,2024-06-05,Better Salary,16,5.7
ATT01301,EMP06166,2024-08-16,Better Salary,5,5.4
ATT01302,EMP06167,2023-08-14,Manager Issues,15,2.3
ATT01303,EMP06174,2024-12-30,Work-Life Balance,12,7.8
ATT01304,EMP06175,2024-06-23,Personal Reasons,26,6.8
ATT01305,EMP06177,2024-12-16,Relocation,4,6.5
ATT01306,EMP06179,2024-11-25,Work-Life Balance,11,5
ATT01307,EMP06187,2024-04-06,Personal Reasons,19,6.9
ATT01308,EMP06192,2024-01-04,Manager Issues,14,4.8
ATT01309,EMP06200,2024-09-30,Career Growth,22,7.9
ATT01310,EMP06201,2024-04-12,Higher Education,3,2.8
ATT01311,EMP06206,2024-08-23,Career Growth,19,4.4
ATT01312,EMP06208,2023-11-11,Higher Education,13,4
ATT01313,EMP06209,2023-12-21,Career Growth,9,6.3
ATT01314,EMP06211,2023-11-11,Relocation,12,4.6
ATT01315,EMP06213,2024-03-13,Work-Life Balance,22,2.5
ATT01316,EMP06215,2023-09-21,Career Growth,7,4.2
ATT01317,EMP06217,2024-04-22,Relocation,5,6.4
ATT01318,EMP06218,2024-12-05,Work-Life Balance,3,5.4
ATT01319,EMP06221,2023-01-15,Work-Life Balance,11,6.1
ATT01320,EMP06223,2024-02-04,Health Reasons,12,6.3
ATT01321,EMP06227,2023-11-22,Work-Life Balance,16,3.8
ATT01322,EMP06228,2024-12-27,Work-Life Balance,6,4.9
ATT01323,EMP06234,2024-06-26,Better Salary,28,2.8
ATT01324,EMP06235,2024-11-12,Better Salary,7,4.9
ATT01325,EMP06238,2024-12-23,Personal Reasons,10,3.7
ATT01326,EMP06245,2023-07-17,Better Salary,16,5.1
ATT01327,EMP06252,2022-09-23,Career Growth,4,5.5
ATT01328,EMP06258,2022-12-19,Relocation,10,4.3
ATT01329,EMP06261,2024-05-18,Relocation,13,2.7
ATT01330,EMP06266,2024-12-23,Higher Education,4,5.1
